p1Name,p1Tag,p1Lane,p1KDA,p1KP,p1GPM,p1Vision,p1WinRate,p2Name,p2Tag,p2Lane,p2KDA,p2KP,p2GPM,p2Vision,p2WinRate,totalWinRate
Master Darren,KR1,4,3.46,41.35,361.91,1.00,46.84,오션앞 예쁜누나,KR1,2,2.37,45.86,367.10,1.08,50.00,45.00
공주의품격,9999,1,2.63,49.56,401.14,0.49,48.44,왕자의품격,2036,0,2.75,47.00,252.84,2.26,39.66,46.67
추두애,KR1,4,5.19,45.14,409.36,0.78,51.79,매여고,KR1,1,3.21,52.31,392.26,1.07,39.58,70.83
망겜모임,KR1,4,3.83,48.77,414.24,0.97,46.71,79세 박옥분,1942,2,5.17,49.43,387.82,0.60,59.46,57.89
퓨슈유융,KR1,0,3.23,46.23,396.34,1.04,62.07,건물주아저씨,KR1,0,4.18,43.38,331.98,1.03,50.88,57.14
제라스만사랑할래,KR1,1,5.65,48.18,417.76,1.19,0.00,링쟈오밍,KR1,0,3.82,52.75,324.15,1.72,80.00,90.91
꽁즈리얼,KR1,4,3.82,49.00,425.30,1.04,40.91,Ol발소,KR1,4,3.16,50.62,371.59,0.72,53.28,70.59
Garald,KR1,0,4.83,54.13,346.77,1.26,41.67,낭만찾아요,KR1,1,4.79,53.25,381.31,0.93,45.83,80.00
저으교,KR1,4,7.33,53.62,476.46,0.72,52.17,독산동 딸기공주,KR1,4,3.37,40.74,397.40,0.76,50.41,75.00
다이아찍어보자고,KR1,1,3.31,56.71,405.29,0.86,60.98,ReatEna,KR1,0,3.16,48.00,307.74,1.48,55.28,41.67
TaeDu,KR1,2,2.52,36.50,336.06,0.57,46.62,비주야,KR1,3,4.01,46.04,391.51,0.83,66.67,46.15
p1zl,KR1,3,3.13,38.20,335.63,0.74,51.54,NOvelium,KR1,4,6.31,52.44,403.34,0.94,49.04,53.33
ktstorm,KR1,4,8.19,54.71,450.02,0.82,77.78,승트록스,KR1,2,5.57,48.45,430.62,1.08,53.66,91.67
73세박점례,KR1,1,5.60,56.20,468.58,0.53,80.00,오합지졸 서폿,KR1,0,3.79,51.83,354.97,0.98,57.45,63.64
키야 나 쩔지,KR1,3,3.33,49.62,402.08,0.98,0.00,Raric,KR1,1,4.04,50.80,353.83,0.83,0.00,76.47
岐 炫,0520,2,4.84,50.00,376.25,1.46,88.89,기무태훈,CN1,4,1.65,37.70,329.76,0.89,62.50,44.44
눈 내린 겨울날,KR1,4,3.20,60.10,381.03,0.81,54.40,올차단핑안들음,KR1,3,2.37,42.56,409.69,0.62,35.14,57.14
4번타자트런들,KR1,2,4.17,42.36,391.97,0.76,45.88,5번타자트런들,KR1,0,5.72,51.83,269.01,2.75,47.02,55.56
딤태암,KR1,0,5.83,46.54,336.17,1.47,44.23,Olleh111,KR1,2,5.21,45.31,369.75,1.08,0.00,36.36
안산섹시가이,KR1,3,4.79,49.59,368.26,1.00,48.72,박달호,KR1,1,2.40,47.44,365.23,0.94,54.25,53.57
명동고라니,KR1,3,4.33,49.00,375.86,0.90,0.00,          a VIBE,KR1,1,6.84,53.00,412.86,1.03,49.90,60.87
개구쟁이병진,588,1,3.06,49.58,372.30,1.30,0.00,처제의일기장,KR2,0,2.36,59.00,341.55,1.07,0.00,36.36
스타콘덤나이트,KR1,3,5.44,55.38,437.91,0.59,46.84,Samira Rose,KR1,4,3.38,50.88,309.90,1.30,50.24,56.67
지  욤,KR1,0,3.69,47.17,299.59,1.97,61.43,귀욤지욤,KR1,1,3.37,50.08,392.44,1.05,55.56,66.67
민예나,KR1,2,3.60,53.53,413.14,1.01,0.00,123겸,KR1,3,4.64,45.00,384.67,0.52,52.17,64.00
르블랑요네제드,KR99,4,5.03,53.47,403.75,0.81,66.35,동천동 이동욱,KR1,2,3.72,50.18,367.99,1.03,55.48,42.86
어려워 롤은,KR1,1,5.42,47.79,432.86,0.77,77.42,화염저항포션,KR1,0,4.37,56.95,276.51,2.25,49.25,60.00
Helper 이즈나,KR1,4,5.41,52.18,437.68,0.62,52.00,혀 무,KR1,3,3.25,39.38,355.14,0.66,57.89,66.67
경남 사천시,KR1,2,3.51,54.05,413.12,0.68,0.00,Zl존 상훈,KR1,0,3.19,47.90,323.62,1.87,47.15,50.00
LeoNautiluS,KR1,0,4.31,48.25,263.47,1.86,0.00,안녕하세요들썩,KR1,4,4.34,52.30,357.49,1.27,48.80,72.73
호석자,KR1,0,4.26,45.20,311.31,1.24,0.00,몰락한 정상수,카피바라,4,4.17,48.88,404.46,0.90,42.86,60.00
엑소익소,KR1,2,2.91,51.36,394.68,0.77,46.15,정신분열환자,KR1,4,4.76,46.50,374.06,0.79,0.00,60.00
실수할까 두렵다,KR1,4,2.98,44.88,345.68,0.90,45.45,역천괴,KR712,1,2.14,44.62,362.91,0.57,53.70,41.18
만원짜리지페,KR1,0,6.22,55.60,280.71,2.95,0.00,원딜갖다버리기,KR2,0,4.25,48.89,297.31,2.19,54.08,68.75
만원짜리지페,KR1,0,6.22,55.60,280.71,2.95,0.00,울팀서폿목졸라죽이기,KR2,0,3.49,43.53,336.93,1.36,49.72,61.54
광쥐팥쥐,KR1,3,3.76,39.10,372.79,0.64,25.00,김매력,KR3,1,3.76,52.79,349.39,1.18,58.33,30.00
거울로 보는 얼굴,KR1,1,4.54,54.70,412.98,0.61,28.57,82세 독거노인,KR1,3,1.76,30.83,373.58,0.56,53.66,66.67
멘탈가출아이디,KR1,2,5.53,48.05,408.11,0.87,50.00,THE 스몰The,스몰더,2,3.38,49.95,379.21,0.88,52.63,73.08
WangDdu,KR1,0,4.46,55.57,324.32,2.23,61.90,니손가락탓,KR1,2,4.23,42.80,410.99,0.73,42.86,57.14
명란젓쿠키,KR1,2,3.88,41.38,370.80,0.72,83.33,wjm1212,01212,2,3.80,42.33,379.18,0.48,54.05,64.00
트리오브세이비어,KR1,4,4.44,52.71,324.48,1.19,0.00,사토리,NK1,2,5.06,29.00,327.81,1.37,55.56,66.67
orco,KR0,2,4.25,41.50,375.30,1.03,45.45,갓구피,KR1,2,3.54,45.43,375.32,0.71,66.67,70.00
협곡유치원 흰둥,KR1,0,4.92,57.50,275.97,2.42,0.00,협곡유치원 짱구,KR1,2,2.37,48.22,325.06,1.35,50.80,43.48
암호론,KR1,3,4.45,48.00,434.66,0.95,60.47,또미니다,KR1,3,2.86,37.00,363.50,0.87,48.78,70.00
암호론,KR1,3,4.45,48.00,434.66,0.95,60.47,기준아너존야있다,KR1,2,2.15,38.60,346.56,1.00,52.12,60.00
New트윈,KR1,0,5.21,50.00,306.30,2.51,40.00,양학동장,KR1,1,3.73,42.00,380.21,0.91,47.65,50.00
M Perro94,KR1,2,5.76,45.14,322.34,1.13,54.62,정글도는깜보,KR1,4,4.26,54.20,366.53,0.94,51.41,45.45
빠또맨짱짱123,KR1,3,5.68,45.68,367.62,1.13,46.19,의문의복귀유저,2132,0,3.04,48.11,322.89,1.47,0.00,71.43
Byms,KR1,3,3.87,37.79,383.57,0.62,0.00,나잖아 주호,KR1,1,5.25,48.50,406.79,0.96,0.00,66.67
유기농 포도잼,KR1,2,4.53,50.82,420.57,0.61,46.67,LL Stailish,KR1,3,2.10,36.20,355.70,0.68,49.12,46.15
아메리한잔,KR2,0,3.81,54.06,287.90,2.10,28.57,싫슴돠,KR1,3,4.47,41.00,413.96,0.39,50.65,61.11
부러우면지는거야,KR1,1,3.49,46.77,423.11,0.44,51.19,유 찬,대유찬,1,4.30,54.83,430.65,0.27,30.95,60.00
부러우면지는거야,KR1,1,3.49,46.77,423.11,0.44,51.19,루주라,9098,0,3.71,56.75,379.28,1.53,48.89,83.33
민 영 2,7874,2,5.89,49.56,387.87,0.87,0.00,스쿨존광란의레이서엄준식,KR1,4,4.45,55.88,405.27,1.07,0.00,40.00
딸긔공주,KR1,1,3.60,42.00,364.02,0.76,50.00,플레부터 탱폿함,KR1,0,2.04,47.62,284.62,1.86,58.11,58.33
계엄의택,999,3,2.51,41.33,346.29,0.98,55.56,여기도한발,KR1,2,3.56,44.45,359.01,1.04,48.68,53.33
먼 슴,KR1,0,5.13,56.27,273.27,2.55,64.29,최재권,KR2,1,3.88,41.83,394.54,0.74,0.00,61.54
재선리,KR1,3,3.73,45.40,374.33,0.83,0.00,백혈음지,KR1,3,4.60,47.56,362.95,0.74,50.00,66.67
can not win,KR1,3,2.82,48.75,369.70,1.18,52.38,박종민,KR1,3,3.46,36.31,333.98,0.80,43.59,41.67
장작패기장인,장패장,0,2.56,47.62,305.49,1.62,0.00,Hide on Push,3001,4,4.16,52.82,389.67,0.91,0.00,50.00
우니아이,KR1,0,5.08,54.43,304.44,2.16,0.00,The Suply,KR1,1,3.75,44.56,368.11,0.58,50.88,57.89
알고있냐,모르는데,3,4.20,53.50,411.62,0.92,76.09,오 리,아나그란데,0,2.31,39.20,343.45,1.07,37.50,60.00
상큼한너굴씨,KR1,4,4.23,53.80,335.19,1.26,83.33,나만의흠뻑쇼,KR2,1,5.00,48.36,408.71,0.56,48.57,42.86
상큼한너굴씨,KR1,4,4.23,53.80,335.19,1.26,83.33,경기도민,123,1,5.46,52.30,468.92,0.77,60.00,80.00
니 꽃,앵 두,1,4.72,58.79,418.83,0.69,47.62,비 상 계 엄,12345,0,3.59,50.31,328.70,1.35,0.00,55.56
평리동불도저,KR1,2,4.65,44.40,365.57,0.62,54.22,신조차질투하는재능의소유자고다운,1233,3,4.04,45.08,389.72,0.61,41.07,60.00
호영동생,KR1,4,4.47,51.00,441.43,0.88,57.38,junesi,준 식,2,5.47,35.93,354.07,0.86,38.46,52.17
마라탕 먹구 시퍼,KR1,0,4.73,47.75,275.49,2.02,50.00,인프피 인간,KR1,1,3.96,50.18,437.03,0.57,52.83,72.22
마라탕 먹구 시퍼,KR1,0,4.73,47.75,275.49,2.02,50.00,비공개소환사0,KR1,3,3.10,38.75,361.77,0.65,20.00,70.00
바이탈부스터,0366,2,4.84,44.50,397.04,0.88,50.00,살인유망주,KR1,0,4.67,50.31,322.70,1.71,49.55,65.00
농축밀크맘마통,BOZI,2,5.55,49.38,361.11,1.04,52.63,원툴제라스,KR1,4,4.07,54.57,365.79,1.48,45.83,58.33
죽기장인,12322,4,5.23,58.59,401.00,1.05,53.12,뚜쉬따쉬,빵뚜기,2,4.13,51.00,379.18,0.83,59.26,63.64
1234,효 찬,0,2.93,49.70,367.22,1.24,0.00,김록헌,0001,0,3.87,49.50,355.43,1.28,47.62,55.17
이기구시펑,KR1,2,3.37,37.00,362.81,0.42,62.69,누나는끌릴만해,KR1,1,4.85,48.50,380.38,0.57,54.17,63.16
2윤재,KR1,3,1.99,37.27,330.67,0.80,48.33,홍대흑인,KR1,2,3.39,36.62,350.23,0.64,0.00,31.25
하 이,there,3,3.74,36.50,374.16,0.48,51.22,치질연고바른면봉,1234,4,3.16,45.26,382.74,1.03,48.39,55.56
모기모깅,KR1,1,4.44,48.31,409.24,0.95,0.00,춘 배,행복한,0,4.38,52.58,318.45,1.43,0.00,45.45
감자국의망나니,KR1,3,3.49,40.00,367.09,0.82,0.00,슈마초,KR1,2,1.79,45.84,377.91,0.61,57.50,60.00
감자국의망나니,KR1,3,3.49,40.00,367.09,0.82,0.00,슈퍼마켓초코퍼지,KR1,2,1.31,40.40,327.78,0.83,52.81,45.45
부천역 노숙자 신문도둑,마계부천,2,3.31,39.77,349.68,1.03,0.00,독거노인 원딜,KR0,4,3.33,50.06,353.65,1.07,0.00,30.77
taeyeon8903,KR1,2,3.15,40.31,401.86,0.87,40.00,해도해도너무하네,5832,1,3.93,50.50,376.85,1.08,57.14,45.45
모모는 무지게,KR1,4,3.29,44.09,372.19,0.87,50.00,안아조,1012,2,3.61,48.57,401.50,0.85,50.00,30.77
파키티,KR1,0,5.59,54.64,359.77,1.89,0.00,우리집개또또,dog,2,7.04,48.00,408.46,0.76,54.82,68.75
닷지해라,KR1,4,3.72,52.19,415.64,0.76,0.00,인생의분노,KR1,3,3.65,47.56,416.48,0.80,35.00,30.00
환석봉,KR1,3,2.94,34.50,381.81,0.46,50.00,김치년이므니다,KR1,4,2.21,46.25,359.18,0.82,47.44,42.86
Yoonkid,KR1,0,3.08,42.91,315.95,1.72,0.00,방퉁수,KR1,1,3.92,49.11,341.64,1.38,49.63,56.67
꼬쿼러취,KR1,4,5.44,50.43,346.05,1.15,0.00,Tiny bug,KR1,1,3.31,45.22,400.49,0.42,50.00,52.00
우리들은소중해요,KR1,0,7.29,56.14,282.84,1.96,100.00,천사소녀 네티,정의로운,1,4.43,60.67,405.42,0.57,54.76,72.22
위기를 기회로,1111,4,4.79,51.81,379.39,1.39,52.96,못하는데자아갖으면박음,KR2,2,3.72,43.46,379.31,0.64,54.84,36.36
정준호,KR1,1,5.11,51.44,406.48,1.00,71.43,쉴 드,KR1,0,3.20,54.08,283.18,2.11,53.07,76.92
나미나미오나미,KR1,1,4.87,60.00,414.49,0.94,45.45,햄포니퐁,KR1,0,3.79,57.33,278.18,2.16,40.00,59.09
참 빛,KR1,1,2.85,52.83,430.34,1.14,70.00,HHope,KR3,4,3.87,51.54,405.82,1.07,48.39,83.33
왕자님,1118,1,4.76,47.75,418.86,0.58,20.00,가라 혜린몬,KR1,1,2.53,46.24,407.45,0.63,52.98,81.82
Übermensch,KR9,3,2.49,35.00,369.11,0.46,50.00,닝겐장미,KR1,4,3.98,46.95,384.04,0.90,52.02,45.83
과니어디과니,KR1,3,3.24,29.83,340.90,0.45,56.82,여 름,0808,4,4.85,55.82,384.62,1.22,51.24,45.83
심해의공포쓰레기,KR1,0,4.04,46.11,288.86,1.68,61.11,가껴가껴,KR1,1,3.04,45.10,374.91,0.57,61.54,50.00
호 성,HS0,4,3.68,50.67,426.90,0.72,52.50,Bug 입니다만,KR1,3,3.38,46.00,384.76,0.67,53.81,78.57
또각또각신부입장,KR1,4,3.11,42.24,378.93,0.88,59.32,허민혁,KR111,2,3.96,43.06,395.55,0.62,53.19,61.54
11972035del,KR1,0,3.88,59.00,333.87,2.32,33.33,징크소,KR1,1,6.13,50.75,438.85,0.60,50.68,61.54
롤하면3수함,KR1,1,4.79,53.04,437.71,0.53,73.68,겨울동화 장지환,KR1,3,3.09,31.25,335.74,0.75,50.00,33.33
롤하면3수함,KR1,1,4.79,53.04,437.71,0.53,73.68,Aerernus,KR3,4,3.95,48.14,365.37,0.81,53.57,50.00
컴퓨터쌤,KR1,0,5.61,54.42,281.50,2.47,37.78,삼겹살볶음밥,KR1,2,5.88,49.75,397.33,0.82,47.62,50.00
강절래,KR1,2,5.27,53.62,426.55,0.69,51.72,이쁜네꺼,1234,1,3.33,44.58,376.84,0.45,46.94,68.00
인생은한여자,KR1,1,5.16,62.31,467.48,0.98,57.14,안되겠냐고그게,KR1,4,3.72,37.46,354.49,0.67,55.26,93.33
윤성남,KR1,1,3.99,42.20,409.77,0.71,57.14,Fezite,1005,4,3.74,55.00,417.09,0.94,54.55,63.64
물렸다 멍멍,KR1,1,3.55,40.82,367.81,0.86,0.00,시라유키 히메,KR1,0,3.12,36.44,271.03,1.09,0.00,40.00
김명종교수동생,1234,3,2.69,31.58,373.81,0.56,51.35,김건묵극곰,KR1,2,2.60,50.00,388.71,0.50,55.17,36.36
박정우,미 남,4,5.51,48.67,386.94,0.96,47.92,미 드,0878,3,2.45,39.40,372.07,0.82,41.67,60.00
kllax,KR1,4,4.36,54.69,391.99,1.01,64.00,패배자,KR3,3,2.68,35.29,382.87,0.74,46.77,54.55
무법자근희,KR1,2,2.34,45.11,414.13,0.77,56.43,내시계어딨노무현,KR1,1,4.09,42.25,419.60,0.48,49.54,54.55
무법자근희,KR1,2,2.34,45.11,414.13,0.77,56.43,Xiaodelanhu,7902,3,3.05,46.40,408.51,0.64,43.48,40.00
탑 건이,KR1,1,3.71,49.11,409.68,0.45,45.75,재 민 언 니,KR1,0,3.06,47.00,251.53,2.12,61.11,75.00
이 별,KR5,4,3.78,61.44,407.27,1.09,51.40,잠실 냥펀치,KR1,0,2.78,47.88,295.10,1.52,33.33,25.00
영혼의 꽃,Yone,1,7.64,53.93,490.05,0.75,0.00,다재무능,1011,0,4.47,51.86,351.66,1.33,43.21,73.33
AkshanNo1,KR12,2,5.18,34.50,325.91,1.08,51.52,성실한공익요원,0303,3,3.51,50.86,409.83,0.64,52.58,64.29
조지긴하네,KR1,2,4.65,50.70,400.09,0.86,29.41,창구는못말려,KR1,4,5.05,44.79,382.27,0.74,54.79,66.67
hivanmipkanda,KR1,0,2.65,54.23,307.34,1.79,49.08,너에게 못했던 내 마지막 말은,4486,3,2.13,40.83,358.86,0.77,51.46,64.71
탑신병자가되었다,KR1,2,6.01,51.41,383.75,1.21,77.27,erenyday,qwer,2,2.78,47.29,387.33,0.80,43.43,52.94
달의 호흡 이지러지는 달 암월,KR1,0,3.62,45.19,294.36,1.86,53.19,Coeus,KR1,1,5.02,50.83,388.05,1.11,50.22,68.75
2618205580707488,KR1,2,3.72,50.08,450.01,0.55,63.64,드립3대,00000,2,2.68,37.45,361.13,0.64,56.76,70.00
돼지피카츄,KR1,3,2.12,41.17,391.92,0.43,0.00,ehddn 주현,KR1,2,4.40,43.48,382.64,0.79,45.98,60.00
수면입니당,KR1,1,3.55,49.33,406.44,0.74,0.00,밀림의왕손승현,KR1,3,2.69,47.67,338.82,0.87,53.97,50.00
수면입니당,KR1,1,3.55,49.33,406.44,0.74,0.00,God Bless you,bless,1,3.85,54.94,367.55,1.38,0.00,45.45
01022936255,KR1,4,4.25,53.95,428.69,0.74,0.00,성민이발가락사이핥기장인,츄베릅,0,4.28,52.23,275.61,1.81,48.98,73.33
Cloud Strife AC,KR1,2,4.11,55.55,453.36,0.53,0.00,시빵집,KR1,1,5.20,44.83,382.62,0.54,44.44,66.67
민지꿍꿍,KR1,0,3.52,52.11,262.80,2.08,55.56,GUMADEFTVIPER,T1 wi,4,5.19,58.18,455.09,0.85,50.00,63.64
낌영민,KR1,1,2.77,50.92,377.96,0.80,60.00,못참는사람,5226,1,4.16,50.56,366.96,1.07,48.38,25.00
괴 군,조 연,4,3.39,46.44,408.88,0.70,38.46,Mega Storm,KR1,4,3.44,47.89,347.50,1.08,64.71,60.00
귀뚤뚜기,4214,3,3.43,51.88,421.29,0.58,66.67,배창연,KR1,2,2.46,44.20,369.33,1.30,27.27,48.00
April Freesia,KR2,3,4.69,44.13,383.03,0.71,55.10,벽넘는 병만,KR1,2,2.60,36.67,378.59,0.50,57.89,61.54
April Freesia,KR2,3,4.69,44.13,383.03,0.71,55.10,니캉내캉고기묵자,KR2,0,3.48,49.00,250.41,2.42,56.25,66.67
꾸 딩,0906,1,2.13,51.07,363.15,0.65,56.86,칵테일삼겹살,KR1,4,3.91,46.22,360.98,0.99,0.00,35.29
고독한 금쪽이,0331,0,3.16,46.50,328.51,1.50,42.86,Hollow Knight,6310,1,3.41,51.23,382.83,1.09,61.29,57.14
말벌벌꿀오소리,KR1,2,3.35,48.33,366.26,0.81,52.50,01053183866,KR1,1,3.55,49.87,349.28,1.29,54.69,50.00
카와라기 모모카,걸밴크,3,5.68,46.60,444.97,0.56,48.08,브금버튼,KR1,0,3.40,51.33,334.87,1.31,55.56,44.44
카와라기 모모카,걸밴크,3,5.68,46.60,444.97,0.56,48.08,신지호,8409,3,3.50,41.63,381.16,0.46,41.10,75.00
롤로노아 김재경,KR1,3,3.28,27.25,345.71,0.44,0.00,킹갓엠페럴밍밍이,KR1,2,3.36,48.88,457.93,0.67,51.05,53.85
뽁뽁이 터뜨리기,KR1,4,3.90,51.17,428.51,0.85,31.25,official oppa,KR1,2,3.02,36.00,359.15,0.94,51.35,36.36
rOgy,KR1,1,5.05,55.00,355.45,1.66,58.82,즐겜용버리는용,KR3,4,3.67,50.33,395.30,0.89,59.32,61.54
중간이 없는 자,KR1,2,5.46,49.31,367.30,1.04,0.00,구미효,KR2,0,8.09,40.67,242.09,1.99,46.77,68.00
강가네 손만두,KR1,1,4.31,40.64,368.23,0.89,59.52,밝은유채꽃,KR1,1,2.16,53.50,380.52,0.68,54.33,50.00
염우스,9176,3,2.40,37.56,375.15,0.71,48.78,삼대오백그램,KR1,4,3.07,44.90,386.25,0.78,20.00,64.71
금강불괴지신,6666,3,2.75,42.44,348.37,1.25,51.35,은승이,0000,2,3.03,45.33,404.87,0.61,40.00,50.00
T모티모,KR1,0,4.48,49.88,348.70,1.62,48.76,노운현무지잘한다,2672,0,3.30,47.92,348.34,1.23,0.00,50.00
구맹덕,KR1,3,4.57,44.20,334.02,1.18,50.56,밤만되면라마,KR1,4,3.59,54.33,388.78,0.45,47.37,57.69
도라이사이코,KR1,1,2.81,45.59,395.79,0.62,52.03,사람샬럿,KR777,1,3.44,50.71,377.46,1.09,51.42,54.55
너네아싸인날너무좋아하는거아니냐,이세계,4,3.17,45.91,367.63,0.74,51.61,그저 지키라고만 하였거늘,읍참마속,2,2.86,46.92,356.75,1.01,42.06,50.00
너네아싸인날너무좋아하는거아니냐,이세계,4,3.17,45.91,367.63,0.74,51.61,바다미꾸라지,KR1,4,4.85,49.82,402.88,0.84,52.83,40.00
아직차다,KR1,3,3.37,42.19,363.41,0.81,50.70,심각하다게임수준,KR1,4,5.65,46.84,417.06,0.80,48.72,61.54
미쿡드립,KR1,1,6.48,54.38,457.85,0.99,46.43,금붕어,0115,0,4.77,58.11,244.69,2.22,52.23,54.17
태백산흑곰,5656,3,3.35,43.88,395.21,0.58,49.57,릴리사랑해,KR1,3,2.38,44.13,362.94,0.54,58.76,57.14
천 안 전 민 성,KR1,1,3.06,47.91,387.52,0.70,46.52,황규찬,KR1,3,2.56,45.87,355.39,1.49,49.80,52.38
호양놈,KR1,4,3.49,42.40,415.97,0.81,56.46,루피뽀로로,KR1,2,2.33,45.58,355.00,0.78,51.83,56.52
Yellow 5,KR1,0,3.60,48.67,354.70,1.80,50.00,곽명은짱,KR1,2,3.25,49.00,352.83,1.02,50.00,61.54
준 의,KR1,1,3.87,47.00,400.82,0.60,59.38,지눈이,KR1,4,2.34,47.35,371.51,0.88,45.16,56.67
Lumen,033,1,2.54,48.71,407.00,0.52,37.04,사우스웨스트,0310,2,3.53,48.24,361.93,1.13,0.00,64.71
진의 리신,0328,4,4.55,51.11,366.01,1.04,69.23,만남이별,KR1,1,6.30,43.50,382.32,0.62,56.82,46.67
된장찌개끓여온나,KR1,2,3.98,43.90,397.66,0.46,59.09,이딱골,KR1,3,2.88,38.42,371.41,0.72,0.00,51.85
pain agony,KR1,2,5.34,46.73,364.02,0.79,49.00,Isella,KR1,4,3.34,57.00,366.14,1.31,45.95,61.54
펭귄대장,Siba,2,4.64,52.79,427.80,0.63,48.78,김강산 굉장하다,KR1,0,4.55,55.21,300.89,1.81,37.14,61.54
외쳐원석갓,KR2,4,4.23,57.31,402.75,0.74,58.62,박찬원,모란2길,2,3.51,48.79,362.35,1.14,58.33,64.00
KaiSa,KRl,1,4.16,59.33,413.33,0.81,53.91,땡전이,KR1,0,3.16,52.83,302.13,1.63,55.64,55.00
절도사공파27세손,KR1,0,4.00,50.36,305.28,2.12,50.00,빈유는 정의,KR1,1,3.20,44.89,394.95,0.48,41.94,75.00
Dr Kiss,KR1,1,2.44,43.36,406.29,0.59,50.85,bshkilad,KR1,3,3.24,39.10,384.70,0.72,53.23,47.06
즐겜용,김덕배,3,2.24,48.80,366.34,0.87,54.84, 난 갈 길이 먼데,KR1,2,2.32,37.18,377.27,0.71,50.00,64.29
즐겜용,김덕배,3,2.24,48.80,366.34,0.87,54.84,너구리 팬티,KR1,2,4.98,47.67,378.66,0.84,60.00,63.64
T1 DORAN,세최탑가자,3,2.70,33.77,334.57,0.50,40.68,의창구 물주먹,KR1,4,4.42,57.83,393.51,0.91,60.61,43.75
통무마무,KR3,3,4.09,45.12,389.84,0.77,49.68,CarroII,5639,0,3.10,47.35,363.37,0.99,50.00,66.67
문어빵,KR1,4,5.52,49.60,388.21,0.74,0.00,까 5,KR1,2,3.13,49.00,358.88,0.92,60.98,65.38
집가고시퍼여,KR1,3,3.68,44.50,372.69,0.39,53.33,인생망한팟수,KR1,0,5.40,61.15,358.73,1.36,50.00,55.00
제왕 킨키,KR1,1,4.39,50.62,450.79,0.44,0.00,최진범,KR2,0,4.91,53.23,318.17,1.91,39.58,60.00
다변수함수삼중적분,KR2,2,3.32,53.83,389.94,0.87,54.35,아해아해구물구물,0917,3,2.56,32.43,353.73,0.55,54.84,63.33
장 췐,KR1,2,3.67,42.53,389.62,0.75,47.66,cxzhaiusd,KR1,1,5.35,49.93,412.08,0.64,51.54,42.86
백덩렁덜렁,KR1,1,4.89,50.48,419.94,0.86,51.61,Q13E2W4R,KR1,0,5.78,55.43,417.10,1.18,0.00,70.00
402호,KR1,0,2.61,45.71,331.09,1.61,52.48,깨소금,KR1,0,2.63,50.64,368.47,1.26,58.65,54.55
KKang,KR01,2,3.06,50.82,397.70,0.61,45.56,유즈하 리코,0313,4,4.23,47.80,369.53,0.97,56.25,45.45
roll back go,KR1,4,5.07,43.50,427.23,0.95,65.79,조 오,KR1,0,2.86,41.45,328.78,1.29,45.45,50.00
삐지기장인출신,매우 수줍,2,4.52,50.36,363.72,1.05,44.44,그웬 스킨 좀내줘,KR1,1,2.41,45.25,367.24,0.86,47.30,52.17
사과나무귤냄새,KR1,0,5.49,53.24,335.70,1.41,57.14,쪼꼬와 포비,KR1,4,2.62,40.00,362.50,0.67,52.65,66.67
삐롱기,삐롱기,3,2.47,30.47,368.35,0.47,50.54,총각울린유부녀,KR1,0,3.95,58.45,276.77,2.24,51.35,56.67
롤이란것때문,KR1,4,3.84,56.52,445.50,0.60,62.86,말그대로카직스,KR1,3,2.37,47.00,319.49,0.95,0.00,65.00
펄기아,KR22,2,2.70,44.12,415.55,0.67,52.43,최고의엉덩이,JP2,0,4.33,48.24,319.37,1.81,66.67,50.00
롱터우,8312,3,4.56,46.62,376.56,0.71,46.49,세리자와 정재,백수의 왕,2,2.81,40.44,370.04,0.84,47.75,53.85
웅 황,kr777,3,4.41,49.76,386.20,0.99,46.67,Rain,I D,2,3.40,47.00,382.61,0.92,52.17,70.59
노코스트,KR1,4,4.34,46.67,398.26,0.98,0.00,누가와서먹나요,0216,1,2.67,46.42,370.75,0.74,48.98,63.64
정 글,01년생,4,4.21,47.06,412.53,0.80,57.14,재 원,0206,0,3.95,37.20,321.87,0.97,58.54,63.64
黒 棺,9 0,2,3.74,50.12,385.87,0.92,58.33,인 물,KR1,4,3.12,33.22,383.41,0.64,49.45,75.00
하이머딩석,KR1,2,3.83,43.79,380.57,0.66,55.56,ace,daddd,3,2.29,37.45,373.38,0.50,68.18,57.14
시오미호,4096,4,2.79,51.89,365.41,1.00,40.00,렝가합니,KR1,3,2.42,44.64,423.13,0.83,54.55,52.94
탑이지는건정글차이,JGgap,3,2.30,37.00,380.94,0.88,32.35,keon won 2,KR1,4,4.12,51.67,432.74,0.97,63.64,58.33
실시간원딜꿀챔,KR1,1,3.66,40.36,365.77,0.55,71.43,Sitk,KR1,4,4.30,40.82,343.03,0.96,0.00,69.23
머야미신사,KR1,1,2.54,52.06,370.76,1.49,54.55,한남버스기사,KR1,1,2.82,51.42,356.09,1.55,54.59,64.00
zxcasdsa,KR1,3,4.26,39.86,368.92,1.01,0.00,두부김치다내놔,Drama,0,2.33,47.39,325.75,1.62,50.00,52.17
닉네임을잊은사람,KR1,2,5.02,41.10,380.87,1.02,0.00,에 몽,성준이안녕,3,2.91,39.24,386.86,0.66,0.00,46.15
IllIIlllIIIllIl,KR1,2,3.70,48.47,427.30,0.70,46.15,도일각,KR1,3,4.24,30.00,361.95,0.49,0.00,71.43
화려한솔로킬,0825,2,2.82,47.30,363.74,1.09,55.00,터벅터벅,0803,1,4.82,56.56,457.30,0.52,53.37,31.58
